NUMBER_OF_CONTACTS_A	ROHS_COMPLIANT	GOLD_FLASH	DENSITY	SHELL_SIZE	REAR_MOUNTING_OPTION	FRONT_MOUNTING_OPTIO	CONTACT_TYPE	CONFIGURATION	PLATING_OPTION
	L	717	SD	C	H	VFM	P	09, 15, 25, 37, 50	C309
	L	717	SD	C	H	VFM	P	15, 26, 44, 62, 78	C309
	L	717	SD	C	H	VFM	S	09, 15, 25, 37, 50	C309
	L	717	SD	C	H	VFM	S	15, 26, 44, 62, 78	C309
	L	717	SD	C	G	no digit	P	09, 15, 25, 37, 50	C309
	L	717	SD	C	G	no digit	P	15, 26, 44, 62, 78	C309
	L	717	SD	C	G	no digit	S	09, 15, 25, 37, 50	C309
	L	717	SD	C	G	no digit	S	15, 26, 44, 62, 78	C309
	L	717	SD	C	G	VF	P	09, 15, 25, 37, 50	C309
	L	717	SD	C	G	VF	P	15, 26, 44, 62, 78	C309
	L	717	SD	C	G	VF	S	09, 15, 25, 37, 50	C309
	L	717	SD	C	G	VF	S	15, 26, 44, 62, 78	C309
	L	717	SD	C	G	VFM	P	09, 15, 25, 37, 50	C309
	L	717	SD	C	G	VFM	P	15, 26, 44, 62, 78	C309
	L	717	SD	C	G	VFM	S	09, 15, 25, 37, 50	C309
	L	717	SD	C	G	VFM	S	15, 26, 44, 62, 78	C309
	L	717	SD	D	H	no digit	P	09, 15, 25, 37, 50	C309
	L	717	SD	D	H	no digit	P	15, 26, 44, 62, 78	C309
	L	717	SD	D	H	no digit	S	09, 15, 25, 37, 50	C309
	L	717	SD	D	H	no digit	S	15, 26, 44, 62, 78	C309
	L	717	SD	D	H	VF	P	09, 15, 25, 37, 50	C309
	L	717	SD	D	H	VF	P	15, 26, 44, 62, 78	C309
	L	717	SD	D	H	VF	S	09, 15, 25, 37, 50	C309
	L	717	SD	D	H	VF	S	15, 26, 44, 62, 78	C309
	L	717	SD	D	H	VFM	P	09, 15, 25, 37, 50	C309
	L	717	SD	D	H	VFM	P	15, 26, 44, 62, 78	C309
	L	717	SD	D	H	VFM	S	09, 15, 25, 37, 50	C309
	L	717	SD	D	H	VFM	S	15, 26, 44, 62, 78	C309
	L	717	SD	D	G	no digit	P	09, 15, 25, 37, 50	C309
	L	717	SD	D	G	no digit	P	15, 26, 44, 62, 78	C309
	L	717	SD	D	G	no digit	S	09, 15, 25, 37, 50	C309
	L	717	SD	D	G	no digit	S	15, 26, 44, 62, 78	C309
	L	717	SD	D	G	VF	P	09, 15, 25, 37, 50	C309
	L	717	SD	D	G	VF	P	15, 26, 44, 62, 78	C309
	L	717	SD	D	G	VF	S	09, 15, 25, 37, 50	C309
	L	717	SD	D	G	VF	S	15, 26, 44, 62, 78	C309
	L	717	SD	D	G	VFM	P	09, 15, 25, 37, 50	C309
	L	717	SD	D	G	VFM	P	15, 26, 44, 62, 78	C309
	L	717	SD	D	G	VFM	S	09, 15, 25, 37, 50	C309
	L	717	SD	D	G	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	E	H	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	E	H	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	E	H	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	E	H	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	E	H	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	E	H	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	E	H	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	E	H	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	E	H	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	E	H	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	E	H	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	E	H	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	E	G	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	E	G	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	E	G	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	E	G	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	E	G	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	E	G	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	E	G	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	E	G	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	E	G	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	E	G	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	E	G	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	E	G	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	A	H	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	A	H	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	A	H	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	A	H	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	A	H	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	A	H	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	A	H	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	A	H	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	A	H	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	A	H	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	A	H	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	A	H	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	A	G	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	A	G	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	A	G	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	A	G	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	A	G	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	A	G	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	A	G	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	A	G	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	A	G	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	A	G	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	A	G	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	A	G	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	B	H	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	B	H	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	B	H	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	B	H	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	B	H	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	B	H	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	B	H	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	B	H	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	B	H	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	B	H	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	B	H	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	B	H	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	B	G	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	B	G	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	B	G	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	B	G	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	B	G	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	B	G	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	B	G	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	B	G	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	B	G	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	B	G	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	B	G	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	B	G	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	C	H	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	C	H	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	C	H	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	C	H	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	C	H	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	C	H	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	C	H	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	C	H	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	C	H	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	C	H	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	C	H	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	C	H	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	C	G	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	C	G	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	C	G	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	C	G	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	C	G	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	C	G	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	C	G	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	C	G	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	C	G	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	C	G	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	C	G	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	C	G	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	D	H	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	D	H	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	D	H	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	D	H	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	D	H	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	D	H	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	D	H	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	D	H	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	D	H	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	D	H	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	D	H	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	D	H	VFM	S	15, 26, 44, 62, 78	C309
	L	717	HD	D	G	no digit	P	09, 15, 25, 37, 50	C309
	L	717	HD	D	G	no digit	P	15, 26, 44, 62, 78	C309
	L	717	HD	D	G	no digit	S	09, 15, 25, 37, 50	C309
	L	717	HD	D	G	no digit	S	15, 26, 44, 62, 78	C309
	L	717	HD	D	G	VF	P	09, 15, 25, 37, 50	C309
	L	717	HD	D	G	VF	P	15, 26, 44, 62, 78	C309
	L	717	HD	D	G	VF	S	09, 15, 25, 37, 50	C309
	L	717	HD	D	G	VF	S	15, 26, 44, 62, 78	C309
	L	717	HD	D	G	VFM	P	09, 15, 25, 37, 50	C309
	L	717	HD	D	G	VFM	P	15, 26, 44, 62, 78	C309
	L	717	HD	D	G	VFM	S	09, 15, 25, 37, 50	C309
	L	717	HD	D	G	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	E	H	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	E	H	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	E	H	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	E	H	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	E	H	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	E	H	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	E	H	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	E	H	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	E	H	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	E	H	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	E	H	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	E	H	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	E	G	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	E	G	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	E	G	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	E	G	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	E	G	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	E	G	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	E	G	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	E	G	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	E	G	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	E	G	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	E	G	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	E	G	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	A	H	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	A	H	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	A	H	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	A	H	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	A	H	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	A	H	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	A	H	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	A	H	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	A	H	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	A	H	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	A	H	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	A	H	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	A	G	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	A	G	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	A	G	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	A	G	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	A	G	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	A	G	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	A	G	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	A	G	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	A	G	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	A	G	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	A	G	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	A	G	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	B	H	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	B	H	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	B	H	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	B	H	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	B	H	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	B	H	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	B	H	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	B	H	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	B	H	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	B	H	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	B	H	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	B	H	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	B	G	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	B	G	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	B	G	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	B	G	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	B	G	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	B	G	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	B	G	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	B	G	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	B	G	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	B	G	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	B	G	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	B	G	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	C	H	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	C	H	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	C	H	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	C	H	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	C	H	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	C	H	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	C	H	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	C	H	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	C	H	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	C	H	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	C	H	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	C	H	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	C	G	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	C	G	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	C	G	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	C	G	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	C	G	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	C	G	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	C	G	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	C	G	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	C	G	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	C	G	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	C	G	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	C	G	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	D	H	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	D	H	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	D	H	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	D	H	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	D	H	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	D	H	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	D	H	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	D	H	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	D	H	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	D	H	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	D	H	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	D	H	VFM	S	15, 26, 44, 62, 78	C309
	L	177	SD	D	G	no digit	P	09, 15, 25, 37, 50	C309
	L	177	SD	D	G	no digit	P	15, 26, 44, 62, 78	C309
	L	177	SD	D	G	no digit	S	09, 15, 25, 37, 50	C309
	L	177	SD	D	G	no digit	S	15, 26, 44, 62, 78	C309
	L	177	SD	D	G	VF	P	09, 15, 25, 37, 50	C309
	L	177	SD	D	G	VF	P	15, 26, 44, 62, 78	C309
	L	177	SD	D	G	VF	S	09, 15, 25, 37, 50	C309
	L	177	SD	D	G	VF	S	15, 26, 44, 62, 78	C309
	L	177	SD	D	G	VFM	P	09, 15, 25, 37, 50	C309
	L	177	SD	D	G	VFM	P	15, 26, 44, 62, 78	C309
	L	177	SD	D	G	VFM	S	09, 15, 25, 37, 50	C309
	L	177	SD	D	G	VFM	S	15, 26, 44, 62, 78	C309
	L	177	HD	E	H	no digit	P	09, 15, 25, 37, 50	C309
	L	177	HD	E	H	no digit	P	15, 26, 44, 62, 78	C309
	L	177	HD	E	H	no digit	S	09, 15, 25, 37, 50	C309
	L	177	HD	E	H	no digit	S	15, 26, 44, 62, 78	C309
	L	177	HD	E	H	VF	P	09, 15, 25, 37, 50	C309
	L	177	HD	E	H	VF	P	15, 26, 44, 62, 78	C309
	L	177	HD	E	H	VF	S	09, 15, 25, 37, 50	C309
	L	177	HD	E	H	VF	S	15, 26, 44, 62, 78	C309
	L	177	HD	E	H	VFM	P	09, 15, 25, 37, 50	C309
	L	177	HD	E	H	VFM	P	15, 26, 44, 62, 78	C309
	L	177	HD	E	H	VFM	S	09, 15, 25, 37, 50	C309
	L	177	HD	E	H	VFM	S	15, 26, 44, 62, 78	C309
	L	177	HD	E	G	no digit	P	09, 15, 25, 37, 50	C309
	L	177	HD	E	G	no digit	P	15, 26, 44, 62, 78	C309
	L	177	HD	E	G	no digit	S	09, 15, 25, 37, 50	C309
	L	177	HD	E	G	no digit	S	15, 26, 44, 62, 78	C309
	L	177	HD	E	G	VF	P	09, 15, 25, 37, 50	C309
	L	177	HD	E	G	VF	P	15, 26, 44, 62, 78	C309
	L	177	HD	E	G	VF	S	09, 15, 25, 37, 50	C309
	L	177	HD	E	G	VF	S	15, 26, 44, 62, 78	C309
	L	177	HD	E	G	VFM	P	09, 15, 25, 37, 50	C309
	L	177	HD	E	G	VFM	P	15, 26, 44, 62, 78	C309
	L	177	HD	E	G	VFM	S	09, 15, 25, 37, 50	C309
	L	177	HD	E	G	VFM	S	15, 26, 44, 62, 78	C309
	L	177	HD	A	H	no digit	P	09, 15, 25, 37, 50	C309
	L	177	HD	A	H	no digit	P	15, 26, 44, 62, 78	C309
	L	177	HD	A	H	no digit	S	09, 15, 25, 37, 50	C309
	L	177	HD	A	H	no digit	S	15, 26, 44, 62, 78	C309
	L	177	HD	A	H	VF	P	09, 15, 25, 37, 50	C309
	L	177	HD	A	H	VF	P	15, 26, 44, 62, 78	C309
	L	177	HD	A	H	VF	S	09, 15, 25, 37, 50	C309
	L	177	HD	A	H	VF	S	15, 26, 44, 62, 78	C309
	L	177	HD	A	H	VFM	P	09, 15, 25, 37, 50	C309
	L	177	HD	A	H	VFM	P	15, 26, 44, 62, 78	C309
	L	177	HD	A	H	VFM	S	09, 15, 25, 37, 50	C309
	L	177	HD	A	H	VFM	S	15, 26, 44, 62, 78	C309
	L	177	HD	A	G	no digit	P	09, 15, 25, 37, 50	C309
	L	177	HD	A	G	no digit	P	15, 26, 44, 62, 78	C309
	L	177	HD	A	G	no digit	S	09, 15, 25, 37, 50	C309
